Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
1.1572807100084093,1.3236396649162663,1.1283486922581991,1.3019407987594604,92646400,0.0,0.0,1995-03-15
1.4321358203887937,1.4755335723217131,1.3742717587291189,1.432135820388794,22867200,0.0,0.0,1995-03-16
1.4393682335530684,1.4393682335530684,1.3742716125766528,1.3815041780471802,17163733,0.0,0.0,1995-03-17
1.3742716312408447,1.3815041968095987,1.3453396030949705,1.3742716312408447,7141333,0.0,0.0,1995-03-20
1.37427162635669,1.4538345563191737,1.3598053180233565,1.4393682479858398,8198400,0.0,0.0,1995-03-21
1.446601118681458,1.7214556255426863,1.446601118681458,1.6129601001739502,18216533,0.0,0.0,1995-03-22
1.5984946902120687,1.6418924377931887,1.5695626622834504,1.5767958164215088,8507733,0.0,0.0,1995-03-23
1.591261637034111,1.5984947916310883,1.5550964526728772,1.5840284824371338,2049067,0.0,0.0,1995-03-24
1.576795764804673,1.6057277917861938,1.5550963031008358,1.6057277917861938,2526933,0.0,0.0,1995-03-27
1.6129607316375747,1.721456299481619,1.605728164680291,1.656359076499939,13986133,0.0,0.0,1995-03-28
1.6780575810427314,1.7142227622728285,1.634659834465496,1.6635918617248535,5116800,0.0,0.0,1995-03-29
1.6491252280321507,1.6491252280321507,1.5261639893124788,1.569562315940857,3025067,0.0,0.0,1995-03-30
1.547863812619441,1.6274267435073853,1.5261643498670365,1.6274267435073853,4603733,0.0,0.0,1995-03-31
1.6201934120871804,1.6201934120871804,1.569562515115346,1.591261386871338,3210667,0.0,0.0,1995-04-03
1.5840282767367233,1.5912614303944101,1.4827664800234126,1.49723219871521,2643200,0.0,0.0,1995-04-04
1.4972322692901596,1.4972322692901596,1.4466013685469186,1.4610676765441895,4864000,0.0,0.0,1995-04-05
1.475533395917857,1.4972322692901596,1.4610676765441895,1.4610676765441895,2638933,0.0,0.0,1995-04-06
1.4610676765441895,1.4827665499164924,1.439368214548283,1.4610676765441895,1559467,0.0,0.0,1995-04-07
1.4610673219525232,1.562329098863422,1.4393678652229356,1.5333970785140991,2995200,0.0,0.0,1995-04-10
1.5333970785140993,1.555095946620226,1.5189313626511685,1.5333970785140991,2439467,0.0,0.0,1995-04-11
1.5406306566119048,1.5731788941900084,1.5406306566119048,1.5623295307159424,4126933,0.0,0.0,1995-04-12
1.5767954033498137,1.5767954033498137,1.5189313626511685,1.5333970785140991,781867,0.0,0.0,1995-04-13
1.5189319336627556,1.547863964888487,1.4827667474746704,1.4827667474746704,1000533,0.0,0.0,1995-04-17
1.4827663181209256,1.5044651881011215,1.439367989537022,1.4538342952728271,1351467,0.0,0.0,1995-04-18
1.4538345563191737,1.4683002760288901,1.4393682479858398,1.4393682479858398,1766400,0.0,0.0,1995-04-19
1.4466014021525069,1.4683002760288901,1.4393682479858398,1.4393682479858398,1704533,0.0,0.0,1995-04-20
1.4610677766890465,1.4683003425598147,1.4610677766890465,1.4683003425598145,652800,0.0,0.0,1995-04-21
1.468299831501913,1.663591403135797,1.468299831501913,1.649125099182129,5712000,0.0,0.0,1995-04-24
1.627426821395345,1.641892541965647,1.5840284824371338,1.5840284824371338,1277867,0.0,0.0,1995-04-25
1.5840286074884835,1.6563589819210822,1.5840286074884835,1.641892671585083,2708267,0.0,0.0,1995-04-26
1.6346593838519001,1.663591403135797,1.627426231875066,1.649125099182129,2250667,0.0,0.0,1995-04-27
1.641892541965647,1.641892541965647,1.5623296072698545,1.5840284824371338,1061333,0.0,0.0,1995-04-28
1.5984946902120687,1.5984946902120687,1.5695626622834504,1.5767958164215088,1065600,0.0,0.0,1995-05-01
1.5984947916310883,1.5984947916310883,1.5695627618668317,1.5840284824371338,354133,0.0,0.0,1995-05-02
1.5695626867482215,1.6346598977581868,1.5695626867482215,1.6274267435073853,2008533,0.0,0.0,1995-05-03
1.6346600569646554,1.7937859342384868,1.6346600569646554,1.7286887168884277,8756267,0.0,0.0,1995-05-04
1.7286885632996127,1.786552620553354,1.7286885632996127,1.7503880262374878,2449067,0.0,0.0,1995-05-05
1.7431548197452462,1.801018875266884,1.7359216656491385,1.7793200016021729,1575467,0.0,0.0,1995-05-08
1.7793202129516301,1.7793202129516301,1.714222995601571,1.7286887168884277,2669867,0.0,0.0,1995-05-09
1.7069894675703803,1.7069894675703803,1.6635917245710454,1.6708242893218994,4389333,0.0,0.0,1995-05-10
1.6852907885154957,1.6852907885154957,1.6346598863601685,1.6346598863601685,973867,0.0,0.0,1995-05-11
1.6346600569646554,1.764853903041092,1.6346600569646554,1.7286887168884277,2487467,0.0,0.0,1995-05-12
1.750387973841354,1.7937857211707766,1.7359216656491385,1.7793200016021729,1851733,0.0,0.0,1995-05-15
1.7720868475060652,1.786552567074669,1.7648536934099575,1.7793200016021729,696533,0.0,0.0,1995-05-16
1.858882388848894,1.9818436181400907,1.8371835215102827,1.9601441621780396,7186133,0.0,0.0,1995-05-17
2.0252423413087643,2.0758732526855517,1.9746114299319772,2.0180091857910156,3654400,0.0,0.0,1995-05-18
1.9456791759296166,1.9963100815670691,1.9456791759296166,1.9529123306274414,2304000,0.0,0.0,1995-05-19
1.9673771322529143,1.9818434348899963,1.8950473849376617,1.92397940158844,789333,0.0,0.0,1995-05-22
1.9312128987417736,1.9963101148605347,1.8878151470783797,1.9963101148605347,3474133,0.0,0.0,1995-05-23
2.0397087004647303,2.104805335789037,2.032475544776338,2.0541744232177734,6852267,0.0,0.0,1995-05-24
2.0903389983698517,2.0975721519313284,1.9890766143798828,1.9890766143798828,2332800,0.0,0.0,1995-05-25
1.996309676579277,2.0107759830401726,1.9746108055114744,1.9746108055114746,661333,0.0,0.0,1995-05-26
1.9890765977384313,2.018008623118712,1.8878148032192292,1.8995684385299683,1842133,0.0,0.0,1995-05-30
1.866115927696228,1.895047953020018,1.8154844419119243,1.866115927696228,2929067,0.0,0.0,1995-05-31
1.873348458507967,1.8914309740066528,1.8516495870654317,1.8914309740066528,379733,0.0,0.0,1995-06-01
1.8588822169683425,1.938445115602136,1.8444159143312608,1.92397940158844,1778133,0.0,0.0,1995-06-02
1.931212641645025,1.952912103211606,1.9239800764130903,1.945678949356079,998400,0.0,0.0,1995-06-05
1.9239800301210173,1.9384457488604256,1.902280569076538,1.902280569076538,632533,0.0,0.0,1995-06-06
1.9312130537939196,1.945679364592294,1.902281020820888,1.9167473316192627,727467,0.0,0.0,1995-06-07
1.938446176555785,1.9529124871105925,1.9312130212783813,1.9312130212783813,326400,0.0,0.0,1995-06-08
1.9529123306274414,1.9746112060972554,1.931212866533967,1.9529123306274414,230400,0.0,0.0,1995-06-09
1.952912103211606,1.9601446684435408,1.945678949356079,1.945678949356079,200533,0.0,0.0,1995-06-12
1.9673780513994306,1.9746112060972554,1.9456791759296166,1.9529123306274414,370133,0.0,0.0,1995-06-13
1.9456782669206771,1.9456782669206771,1.92397940158844,1.92397940158844,679467,0.0,0.0,1995-06-14
1.9239804546246853,1.9746113643190961,1.9095141440698777,1.9312130212783813,1202133,0.0,0.0,1995-06-15
1.9529124871105925,1.9529124871105925,1.9312130212783813,1.9312130212783813,228267,0.0,0.0,1995-06-16
1.931212866533967,1.9601448967016057,1.931212866533967,1.9529123306274414,2421333,0.0,0.0,1995-06-19
1.9529115988141292,1.9673773141653899,1.9384452948394284,1.9601441621780396,5568000,0.0,0.0,1995-06-20
1.9818441300101217,1.9818441300101217,1.945678949356079,1.945678949356079,2055467,0.0,0.0,1995-06-21
1.9384462091931067,1.960145086766951,1.9095141762200754,1.9167473316192627,694400,0.0,0.0,1995-06-22
1.9095141762200754,1.9312130537939196,1.8733489878478566,1.9167473316192627,2817067,0.0,0.0,1995-06-23
1.9456790272654103,1.9963099290342892,1.9312127189750932,1.9673779010772705,2220800,0.0,0.0,1995-06-26
1.9673782090416922,1.9818445195964998,1.9239804546246853,1.9312130212783813,984533,0.0,0.0,1995-06-27
1.9095137227580312,1.9167468764395243,1.895048004018623,1.902280569076538,466133,0.0,0.0,1995-06-28
1.9167471143066386,2.054174108191721,1.9167471143066386,2.032475233078003,1145600,0.0,0.0,1995-06-29
2.0252417627698707,2.148203016951074,2.0252417627698707,2.0758726596832275,2346667,0.0,0.0,1995-06-30
2.1409695148468018,2.1409695148468018,2.1192706466494906,2.1409695148468018,276267,0.0,0.0,1995-07-03
2.2277657884589437,2.271164117610813,2.2133000711573336,2.234998941421509,2864000,0.0,0.0,1995-07-05
2.2928629878749875,2.343493881365902,2.1988337652322043,2.234998941421509,1438933,0.0,0.0,1995-07-06
2.2711642589548715,2.3290283090094728,2.2711642589548715,2.292863130569458,966400,0.0,0.0,1995-07-07
2.3145616790394725,2.3507268524303324,2.3145616790394725,2.343493700027466,633600,0.0,0.0,1995-07-10
2.336261105239918,2.336261105239918,2.296479566886429,2.3000965118408203,1653333,0.0,0.0,1995-07-11
2.307329559801113,2.430290851214947,2.307329559801113,2.415825128555298,3673600,0.0,0.0,1995-07-12
2.4519892555699716,2.893202835074782,2.4519892555699716,2.784708023071289,13308800,0.0,0.0,1995-07-13
2.582183479727604,2.719610301726478,2.495387406268248,2.6834449768066406,8209067,0.0,0.0,1995-07-14
2.676213192686191,2.7268442475203005,2.676213192686191,2.6979122161865234,5881600,0.0,0.0,1995-07-17
2.7196104994461754,2.7340768070528956,2.6038823930867636,2.6111156940460205,3415467,0.0,0.0,1995-07-18
2.5243199132074188,2.589416980743408,2.285630371263629,2.589416980743408,3053867,0.0,0.0,1995-07-19
2.5749505106935797,2.8208730447907318,2.55325178384786,2.8064067363739014,2365867,0.0,0.0,1995-07-20
2.7630089635611768,2.9583001522253993,2.676212879710411,2.871504068374634,1792000,0.0,0.0,1995-07-21
2.864271099454644,3.0306299851616325,2.864271099454644,2.9727659225463867,1042133,0.0,0.0,1995-07-24
3.045096432657722,3.139125529566265,2.994465380476199,3.1174259185791016,6579200,0.0,0.0,1995-07-25
3.0957270330852933,3.1535910897784762,3.0957270330852933,3.1246590614318848,3315200,0.0,0.0,1995-07-26
3.1246593318493487,3.276552788126085,3.008931208447521,3.218688726425171,3241600,0.0,0.0,1995-07-27
3.160824105904331,3.262085607354664,3.102960054433529,3.2331535816192627,2165333,0.0,0.0,1995-07-28
3.377814539827319,3.406746572667912,3.2186889478277756,3.2403876781463623,2494933,0.0,0.0,1995-07-31
3.269318441479231,3.269318441479231,3.04509556834439,3.0487117767333984,1324800,0.0,0.0,1995-08-01
3.1101934404368277,3.1101934404368277,2.929368257522583,2.929368257522583,1192533,0.0,0.0,1995-08-02
2.9149021681898457,2.9438342025571083,2.85703809945532,2.864271402359009,1789867,0.0,0.0,1995-08-03
2.878737072283957,2.9221348198511268,2.690678596496582,2.690678596496582,3746133,0.0,0.0,1995-08-04
2.7196103327343315,2.849804738719559,2.7196103327343315,2.791940689086914,2017067,0.0,0.0,1995-08-07
2.922134649504877,2.927559404423512,2.79194082576942,2.8498048782348633,1454933,0.0,0.0,1995-08-08
2.8642704568159445,2.8642704568159445,2.791940689086914,2.791940689086914,571733,0.0,0.0,1995-08-09
2.815447411276926,2.815447411276926,2.7051446536956623,2.7123770713806152,320000,0.0,0.0,1995-08-10
2.7630089354111873,2.84980501837766,2.7557759284973145,2.7557759284973145,800000,0.0,0.0,1995-08-11
